X,Y,speed,direction,angular_vel,DX,DY
X,Y,speed,direction,angular_vel,DX,DY
X,Y,speed,direction,angular_vel,DX,DY
0.8007017,-0.2753365,0.8467191982086741,341.0234942867581,0.0,0.8007017,-0.2753365
0.8004450131010984,-0.2757367650196211,0.00047549999999997806,237.32825742002228,0.0,-0.00025668689890157026,-0.0004002650196210933
0.7999340803957037,-0.27653348853852666,0.0009464779950000164,237.32825742001597,-0.009172409400363415,-0.0005109327053947066,-0.0007967235189055843
0.7991713197614357,-0.27772290023638857,0.0014129769892675483,237.32825742001955,-0.027359159121444605,-0.0007627606342679449,-0.0011894116978619085
0.7981589098873431,-0.279301126983811,0.0018750395780995925,237.3204090601991,-0.054487728947502256,-0.001012409874092679,-0.0015782267474224176
0.7968986718504613,-0.28126411615300584,0.002332707951711912,237.2995579347711,-0.09052387699795551,-0.0012602380368818,-0.001962989169194851
0.7953919367643215,-0.28360754922149795,0.002786023899091117,237.26058041546077,-0.1354718250137347,-0.0015067350861397433,-0.0023434330684921068
0.7936394173416648,-0.2863267562909313,0.0032350288118107163,237.19836166184487,-0.18937492192646344,-0.0017525194226567509,-0.0027192070694333492
0.7916410829132229,-0.2894166301249627,0.0036797636878104245,237.10777338965974,-0.25231680615741714,-0.0019983344284418836,-0.0030898738340314202
0.789396037586316,-0.2928715381159396,0.004120269135139355,236.98365111756607,-0.3244230994239314,-0.002245045326906836,-0.003454907990976863
0.7869024013678697,-0.2966852303814179,0.00455658537566418,236.82077059759197,-0.4058636785505954,-0.002493636218446338,-0.003813692265478341
0.7841571942243707,-0.30085074196327755,0.004988752248741636,236.61382311192645,-0.49685558747695324,-0.0027452071434990177,-0.004165511581859627
0.7811562232153888,-0.3053602868486734,0.005416809214856067,236.35738928761816,-0.25339770782767473,-0.0030009710089818897,-0.004509544885395844
0.7771863043161397,-0.30964451774367696,0.005840795359222798,227.18072780438916,-0.9407210715468843,-0.003969918899249136,-0.004284230895003571
0.772929969468257,-0.31423587883317505,0.006260749395356565,227.16852198530006,-0.46073095720355306,-0.004256334847882681,-0.004591361089498092
0.7681441306019222,-0.3188914344760974,0.006676709668606737,224.20941709508867,-1.0875939148713636,-0.004785838866334768,-0.00465555564292236
0.7630763891153366,-0.3238480325697982,0.007088714159658257,224.36476748804947,-0.8009397125854496,-0.00506774148658562,-0.004956598093700804
0.7575162608073525,-0.32887664975105496,0.007496800488000001,222.12640123766676,-1.1075823446732698,-0.005560128307984136,-0.005028617181256745
0.7516395743812285,-0.33415779083263475,0.00790100591535907,221.94475587656396,-1.0173926746822326,-0.005876686426123934,-0.005281141081579788
0.7453791094771614,-0.3396093299776573,0.008301367349104007,221.04896460076583,-1.1406941859400634,-0.006260464904067176,-0.005451539145022555
0.73877804351816,-0.34527323004204774,0.008697921345614035,220.6305207465824,-1.1591871406744503,-0.00660106595900134,-0.005663900064390437
0.731814826291169,-0.3511174157963743,0.009090704113617253,220.00653124190654,-1.2192925786065825,-0.006963217226991003,-0.005844185754326547
0.7244938698787419,-0.35713981449131493,0.009479751517496691,219.4415540940385,-1.2637674511781425,-0.007320956412427138,-0.006022398694940645
0.7168087967848835,-0.3633252677011797,0.009865099080565367,218.82940220136234,-1.3119181095329873,-0.007685073093858352,-0.006185453209864744
0.7087563730928712,-0.3696620660883982,0.010246781988309125,218.20072846723988,-1.3583554179424964,-0.008052423692012312,-0.006336798387218512
0.7003323874223367,-0.37613690864604643,0.010624835091600393,217.54659455260386,-1.4043583276396754,-0.008423985670534484,-0.006474842557648242
0.691532829103341,-0.38273631906728206,0.010999292909879249,216.86882117433385,-1.4497014675013287,-0.008799558318995704,-0.00659941042123563
0.682353694987698,-0.38944636446259245,0.01137018963430632,216.1672038471685,-1.4944277817731904,-0.009179134115642973,-0.006710045395310393
0.6727910688258107,-0.3962527199660163,0.011737559130884046,215.44198137872024,-1.5385411040633419,-0.0095626261618873,-0.006806355503423844
0.6628411496000579,-0.4031406685063258,0.012101434943549365,214.69337423208188,-1.5820488091307996,-0.009949919225752835,-0.0068879485403094964
0.6525002843976768,-0.4100951073547814,0.012461850297236137,213.92162153627484,-1.624957926152634,-0.010340865202381089,-0.006954438848455591
0.6417649999466463,-0.41710055366553056,0.012818838100909447,213.1269681184926,-1.6672755454935142,-0.010735284451030558,-0.007005446310749175
0.6306320338222946,-0.42414115040313505,0.013172430950569778,212.30966106594093,-1.7090088627170599,-0.011132966124351662,-0.0070405967376044876
0.6190983654411293,-0.4312006728919744,0.013522661132229894,211.4699478362018,-1.7501651951163657,-0.011533668381165318,-0.007059522488839343
0.6071612468952284,-0.43826253615515387,0.013869560624862415,210.60807526353096,-1.7907519805262178,-0.011937118545900849,-0.00706186326317948
0.5948182336303536,-0.4453098031496738,0.01421316110331992,209.72428899764097,-1.8307767677365703,-0.012343013264874858,-0.007047266994519907
0.5820672149464963,-0.45232519397422966,0.014553493941227342,208.81883316137274,-1.8702472030957011,-0.012751018683857307,-0.007015390824555878
0.5689064442865995,-0.4592910961092223,0.014890590213846259,207.89195012372667,-1.9091710156145085,-0.013160770659896737,-0.006965902134992652
0.5553345692717406,-0.46618957573835135,0.015224480700912582,206.9438803367384,-1.9475560017522735,-0.013571875014858903,-0.0068984796291290396
0.5413506614363348,-0.4730023901942089,0.015555195889446915,205.974862209893,-1.9854100104892696,-0.013983907835405818,-0.006812814455857574
0.5269542456135753,-0.4797110015649533,0.015882765976538253,204.9851320082763,-2.022740928993315,-0.014396415822759523,-0.006708611370744355
